,0
0,0.085
1,0.7000000000000005
2,0.049999999999999996
3,0.030000000000000002
4,0.6950000000000005
5,0.4700000000000003
6,0.01
7,0.01
8,0.39500000000000024
9,0.3250000000000002
10,0.01
11,0.09000000000000001
12,0.01
13,0.015
14,0.22500000000000012
15,0.27000000000000013
16,0.8800000000000007
17,0.24500000000000013
18,0.3450000000000002
19,0.1950000000000001
20,0.31000000000000016
21,0.18000000000000008
22,0.2200000000000001
23,0.10500000000000002
24,0.3250000000000002
25,0.2100000000000001
26,0.17000000000000007
27,0.40000000000000024
28,0.3250000000000002
29,0.49500000000000033
